"","X","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length","SrV2","SrVpercent","FWExit_dist","Habitat"
"9741",9741,"WR16.5015","2016-06-11",2016,"Female",230,2,73.855,0.707582069,0.000140362,3.807415713,"n",40,2,652,NA,NA,638.2908,NA
"9742",9742,"WR16.5015","2016-06-11",2016,"Female",230,3,110.556,0.707476914,0.000119991,3.936580064,"n",40,2,652,NA,NA,638.2908,NA
"9743",9743,"WR16.5015","2016-06-11",2016,"Female",230,4,151.335,0.706543528,0.000139742,3.525681568,"n",40,2,652,NA,NA,638.2908,NA
"9744",9744,"WR16.5015","2016-06-11",2016,"Female",230,5,193.021,0.706178603,0.000108157,3.245776481,"n",40,2,652,NA,NA,638.2908,NA
"9745",9745,"WR16.5015","2016-06-11",2016,"Female",230,6,233.8,0.7050014,0.00013237,2.735181109,"n",40,2,652,2.735181109,0.196970845191029,638.2908,"SAC"
"9746",9746,"WR16.5015","2016-06-11",2016,"Female",230,7,272.313,0.704801197,9.71e-05,2.856598133,"n",40,2,652,2.856598133,0.234536979722451,638.2908,"SAC"
"9747",9747,"WR16.5015","2016-06-11",2016,"Female",230,8,315.358,0.704917529,0.000111656,2.83718762,"n",40,2,652,2.83718762,0.228531413792241,638.2908,"SAC"
"9748",9748,"WR16.5015","2016-06-11",2016,"Female",230,9,351.606,0.704832944,0.000143988,2.678944259,"n",40,2,652,2.678944259,0.179571299368498,638.2908,"SAC"
"9749",9749,"WR16.5015","2016-06-11",2016,"Female",230,10,391.932,0.704886459,0.000165717,2.335710266,"n",40,2,652,2.335710266,0.0733755293519711,638.2908,"SAC"
"9750",9750,"WR16.5015","2016-06-11",2016,"Female",230,11,430.445,0.704886986,0.000166456,2.274677343,"n",40,2,652,2.274677343,0.0544920901049021,638.2908,"SAC"
"9751",9751,"WR16.5015","2016-06-11",2016,"Female",230,12,471.677,0.704827089,0.000175424,2.144649282,"n",40,2,652,2.144649282,0.0142617214838927,638.2908,"SAC"
"9752",9752,"WR16.5015","2016-06-11",2016,"Female",230,13,509.738,0.704812425,0.000137365,2.098554154,"n",40,2,652,2.098554154,0,638.2908,"SAC"
"9753",9753,"WR16.5015","2016-06-11",2016,"Female",230,21,531.229,0.704722579,0.000199289,1.931176174,"y",40,2,652,NA,NA,638.2908,"SAC"
"9754",9754,"WR16.5015","2016-06-11",2016,"Female",230,14,550.97,0.704673001,0.00011253,2.149505763,"n",40,2,652,2.149505763,0.0157643049980077,638.2908,"SAC"
"9755",9755,"WR16.5015","2016-06-11",2016,"Female",230,22,569.277,0.704958906,0.000128969,2.229300279,"y",40,2,652,NA,NA,638.2908,"SAC"
"9756",9756,"WR16.5015","2016-06-11",2016,"Female",230,15,591.296,0.705244568,0.000167146,2.484448047,"n",40,2,652,2.484448047,0.119394640238359,638.2908,"SAC"
"9757",9757,"WR16.5015","2016-06-11",2016,"Female",230,23,605.06,0.707153688,0.000125715,3.751289372,"y",40,2,652,NA,NA,638.2908,"DEL"
"9758",9758,"WR16.5015","2016-06-11",2016,"Female",230,16,631.622,0.70768396,0.000166579,4.421457707,"n",40,2,652,4.421457707,0.718700759586366,638.2908,"DEL"
"9759",9759,"WR16.5015","2016-06-11",2016,"Female",230,17,671.041,0.708665409,7.8e-05,4.75168042,"n",40,2,652,4.75168042,0.82087087093656,638.2908,NA
"9760",9760,"WR16.5015","2016-06-11",2016,"Female",230,18,712.727,0.708820395,8.65e-05,5.022987566,"n",40,2,652,5.022987566,0.904812647881876,638.2908,NA
"9761",9761,"WR16.5015","2016-06-11",2016,"Female",230,19,753.506,0.708979275,0.000105104,5.150411382,"n",40,2,652,5.150411382,0.944237269377813,638.2908,NA
"9762",9762,"WR16.5015","2016-06-11",2016,"Female",230,20,795.644,0.709101648,0.000102841,5.330641392,"n",40,2,652,5.330641392,1,638.2908,NA
"9763",9763,"WR16.5018","2016-06-14",2016,"Female",190,1,38.06,0.707918564,0.000120286,2.717281912,"n",40,3,642,NA,NA,621.8776,NA
"9764",9764,"WR16.5018","2016-06-14",2016,"Female",190,2,85.183,0.707834043,9.9e-05,2.993511235,"n",40,3,642,NA,NA,621.8776,NA
"9765",9765,"WR16.5018","2016-06-14",2016,"Female",190,3,109.197,0.706679379,0.000166075,2.638733817,"n",40,3,642,NA,NA,621.8776,NA
"9766",9766,"WR16.5018","2016-06-14",2016,"Female",190,4,135.93,0.706407817,0.000152808,2.456229665,"n",40,3,642,NA,NA,621.8776,NA
"9767",9767,"WR16.5018","2016-06-14",2016,"Female",190,5,163.116,0.706055863,0.000173399,2.48647893,"n",40,3,642,NA,NA,621.8776,NA
"9768",9768,"WR16.5018","2016-06-14",2016,"Female",190,6,204.348,0.705040065,0.000133833,2.454418626,"n",40,3,642,2.454418626,0.20332840054272,621.8776,"SAC"
"9769",9769,"WR16.5018","2016-06-14",2016,"Female",190,7,228.363,0.704903373,0.000165538,2.555427022,"n",40,3,642,2.555427022,0.234811251594472,621.8776,"SAC"
"9770",9770,"WR16.5018","2016-06-14",2016,"Female",190,8,263.251,0.704880861,0.000137746,2.38452365,"n",40,3,642,2.38452365,0.181543150941551,621.8776,"SAC"
"9771",9771,"WR16.5018","2016-06-14",2016,"Female",190,9,296.328,0.704783137,0.000174661,2.009059423,"n",40,3,642,2.009059423,0.0645164006711868,621.8776,"SAC"
"9772",9772,"WR16.5018","2016-06-14",2016,"Female",190,10,355.684,0.704683254,0.000151261,1.846699114,"n",40,3,642,1.846699114,0.0139110487659515,621.8776,"SAC"
"9773",9773,"WR16.5018","2016-06-14",2016,"Female",190,11,473.943,0.704885479,0.00013513,1.83693113,"n",40,3,642,1.83693113,0.0108665099204095,621.8776,"SAC"
"9774",9774,"WR16.5018","2016-06-14",2016,"Female",190,12,514.722,0.70463617,0.000167653,2.005643681,"n",40,3,642,2.005643681,0.0634517634640262,621.8776,"SAC"
"9775",9775,"WR16.5018","2016-06-14",2016,"Female",190,13,563.657,0.704756982,0.000132755,1.88826268,"n",40,3,642,1.88826268,0.026865809056944,621.8776,"SAC"
"9776",9776,"WR16.5018","2016-06-14",2016,"Female",190,21,578.776,0.705697824,0.000156492,1.698424114,"y",40,3,642,NA,NA,621.8776,"SAC"
"9777",9777,"WR16.5018","2016-06-14",2016,"Female",190,14,597.186,0.705838677,0.000182041,1.802067428,"n",40,3,642,1.802067428,0,621.8776,"SAC"
"9778",9778,"WR16.5018","2016-06-14",2016,"Female",190,22,607.043,0.706465564,9.73e-05,1.959627213,"y",40,3,642,NA,NA,621.8776,"DEL"
"9779",9779,"WR16.5018","2016-06-14",2016,"Female",190,15,615.31,0.706374446,0.000168588,1.991753041,"n",40,3,642,1.991753041,0.0591222525772925,621.8776,"DEL"
"9780",9780,"WR16.5018","2016-06-14",2016,"Female",190,23,624.037,0.708335152,0.000106839,4.299999672,"y",40,3,642,NA,NA,621.8776,NA
"9781",9781,"WR16.5018","2016-06-14",2016,"Female",190,16,632.344,0.708255643,9.11e-05,4.448475274,"n",40,3,642,4.448475274,0.824846917060287,621.8776,NA
"9782",9782,"WR16.5018","2016-06-14",2016,"Female",190,24,657.821,0.708947102,0.000108744,4.665011898,"y",40,3,642,NA,NA,621.8776,NA
"9783",9783,"WR16.5018","2016-06-14",2016,"Female",190,17,688.712,0.708926074,9.71e-05,4.992089102,"n",40,3,642,4.992089102,0.994283457529621,621.8776,NA
"9784",9784,"WR16.5018","2016-06-14",2016,"Female",190,18,739.46,0.708927328,0.000106118,4.540130602,"n",40,3,642,4.540130602,0.853414552561829,621.8776,NA
"9785",9785,"WR16.5018","2016-06-14",2016,"Female",190,19,762.115,0.709134064,0.000140909,4.895166545,"n",40,3,642,4.895166545,0.964074103194503,621.8776,NA
"9786",9786,"WR16.5018","2016-06-14",2016,"Female",190,20,794.516,0.709102597,0.000105969,5.010429842,"n",40,3,642,5.010429842,1,621.8776,NA
"9787",9787,"WR16.5019","2016-06-15",2016,"Female",200,1,49.388,0.708076727,0.000102743,3.437373432,"n",40,3,724,NA,NA,668.638,NA
"9788",9788,"WR16.5019","2016-06-15",2016,"Female",200,2,86.995,0.707256399,0.000223183,2.903987914,"n",40,3,724,NA,NA,668.638,NA
"9789",9789,"WR16.5019","2016-06-15",2016,"Female",200,3,118.259,0.706551366,0.000163378,2.686595147,"n",40,3,724,NA,NA,668.638,NA
"9790",9790,"WR16.5019","2016-06-15",2016,"Female",200,4,164.022,0.706193385,0.0002208,2.204604109,"n",40,3,724,NA,NA,668.638,NA
"9791",9791,"WR16.5019","2016-06-15",2016,"Female",200,5,193.927,0.705028024,0.000137669,2.274858737,"n",40,3,724,NA,NA,668.638,NA
"9792",9792,"WR16.5019","2016-06-15",2016,"Female",200,6,224.738,0.704761719,0.00017141,2.547144149,"n",40,3,724,2.547144149,0.124805273446377,668.638,"SAC"
"9793",9793,"WR16.5019","2016-06-15",2016,"Female",200,7,263.704,0.704797321,0.000176183,2.470035998,"n",40,3,724,2.470035998,0.0953873052731985,668.638,"SAC"
"9794",9794,"WR16.5019","2016-06-15",2016,"Female",200,8,297.234,0.704870314,0.000172937,2.255318395,"n",40,3,724,2.255318395,0.0134691743187279,668.638,"SAC"
"9795",9795,"WR16.5019","2016-06-15",2016,"Female",200,9,341.184,0.704904617,0.000140095,2.220014015,"n",40,3,724,2.220014015,0,668.638,"SAC"
"9796",9796,"WR16.5019","2016-06-15",2016,"Female",200,10,371.995,0.70447603,8.4e-05,2.3909161,"n",40,3,724,2.3909161,0.0652018240880888,668.638,"LAS"
"9797",9797,"WR16.5019","2016-06-15",2016,"Female",200,11,404.619,0.704692523,0.000126223,2.435680055,"n",40,3,724,2.435680055,0.0822799745354465,668.638,"SAC"
"9798",9798,"WR16.5019","2016-06-15",2016,"Female",200,12,466.24,0.704787835,8.66e-05,2.282588967,"n",40,3,724,2.282588967,0.0238733249663081,668.638,"SAC"
"9799",9799,"WR16.5019","2016-06-15",2016,"Female",200,13,505.207,0.705278656,0.000141556,3.0290728,"n",40,3,724,3.0290728,0.308668607387047,668.638,"SAC"
"9800",9800,"WR16.5019","2016-06-15",2016,"Female",200,14,566.375,0.7053982,0.000146636,3.355179267,"n",40,3,724,3.355179267,0.433083335828319,668.638,"SAC"
"9801",9801,"WR16.5019","2016-06-15",2016,"Female",200,15,616.216,0.705645094,0.000133821,3.108786012,"n",40,3,724,3.108786012,0.339080447162557,668.638,"SAC"
"9802",9802,"WR16.5019","2016-06-15",2016,"Female",200,21,637.157,0.705765598,0.000176878,3.019974392,"y",40,3,724,NA,NA,668.638,"SAC"
"9803",9803,"WR16.5019","2016-06-15",2016,"Female",200,16,674.666,0.708249126,8.77e-05,4.681892478,"n",40,3,724,4.681892478,0.939245220272065,668.638,NA
"9804",9804,"WR16.5019","2016-06-15",2016,"Female",200,22,692.461,0.70847743,0.000151439,5.062908327,"y",40,3,724,NA,NA,668.638,NA
"9805",9805,"WR16.5019","2016-06-15",2016,"Female",200,17,707.29,0.708831172,0.000103917,4.774680096,"n",40,3,724,4.774680096,0.974645150860324,668.638,NA
"9806",9806,"WR16.5019","2016-06-15",2016,"Female",200,18,726.32,0.70887072,0.000103216,4.751899681,"n",40,3,724,4.751899681,0.965954065485423,668.638,NA
"9807",9807,"WR16.5019","2016-06-15",2016,"Female",200,19,750.787,0.709063241,0.000105758,4.713427531,"n",40,3,724,4.713427531,0.951276337261156,668.638,NA
"9808",9808,"WR16.5019","2016-06-15",2016,"Female",200,20,767.099,0.709132458,9.65e-05,4.841138307,"n",40,3,724,4.841138307,1,668.638,NA
"9809",9809,"WR16.5022","2016-06-18",2016,"Female",230,1,36.248,0.708237666,6.97e-05,4.811798915,"n",40,3,687,NA,NA,703.1455,NA
"9810",9810,"WR16.5022","2016-06-18",2016,"Female",230,2,73.402,0.70826289,0.000134575,3.501156019,"n",40,3,687,NA,NA,703.1455,NA
"9811",9811,"WR16.5022","2016-06-18",2016,"Female",230,3,106.479,0.707831803,0.000123608,2.968884635,"n",40,3,687,NA,NA,703.1455,NA
"9812",9812,"WR16.5022","2016-06-18",2016,"Female",230,4,140.461,0.707074238,0.000152484,3.11912356,"n",40,3,687,NA,NA,703.1455,NA
"9813",9813,"WR16.5022","2016-06-18",2016,"Female",230,5,183.959,0.706242623,0.000111617,2.994016256,"n",40,3,687,NA,NA,703.1455,NA
"9814",9814,"WR16.5022","2016-06-18",2016,"Female",230,6,219.301,0.705775687,0.000155789,2.183439217,"n",40,3,687,NA,NA,703.1455,NA
"9815",9815,"WR16.5022","2016-06-18",2016,"Female",230,7,257.814,0.704856906,0.000134638,2.595480025,"n",40,3,687,2.595480025,0.208822066232193,703.1455,"SAC"
"9816",9816,"WR16.5022","2016-06-18",2016,"Female",230,8,291.343,0.704956316,0.000104072,2.6095267,"n",40,3,687,2.6095267,0.21249272524312,703.1455,"SAC"
"9817",9817,"WR16.5022","2016-06-18",2016,"Female",230,9,342.997,0.705149306,0.0001353,2.370634335,"n",40,3,687,2.370634335,0.150065680249976,703.1455,"SAC"
"9818",9818,"WR16.5022","2016-06-18",2016,"Female",230,10,377.433,0.704872601,0.000157836,2.083980987,"n",40,3,687,2.083980987,0.0751577967224651,703.1455,"SAC"
"9819",9819,"WR16.5022","2016-06-18",2016,"Female",230,11,420.024,0.705015577,0.000230496,1.850040797,"n",40,3,687,1.850040797,0.0140248477191145,703.1455,"SAC"
"9820",9820,"WR16.5022","2016-06-18",2016,"Female",230,12,467.599,0.704919429,0.000167898,1.857922801,"n",40,3,687,1.857922801,0.0160845628479096,703.1455,"SAC"
"9821",9821,"WR16.5022","2016-06-18",2016,"Female",230,13,491.614,0.705034211,0.000209101,1.796371285,"n",40,3,687,1.796371285,0,703.1455,"SAC"
"9822",9822,"WR16.5022","2016-06-18",2016,"Female",230,14,541.455,0.704907638,0.00021162,2.101628539,"n",40,3,687,2.101628539,0.079769432271064,703.1455,"SAC"
"9823",9823,"WR16.5022","2016-06-18",2016,"Female",230,15,584.952,0.704925746,0.000181709,2.374845352,"n",40,3,687,2.374845352,0.151166097786241,703.1455,"SAC"
"9824",9824,"WR16.5022","2016-06-18",2016,"Female",230,21,600.826,0.704945764,0.000153369,2.177090509,"y",40,3,687,NA,NA,703.1455,"SAC"
"9825",9825,"WR16.5022","2016-06-18",2016,"Female",230,16,618.029,0.704987286,0.000109031,2.711066584,"n",40,3,687,2.711066584,0.239026996889126,703.1455,"SAC"
"9826",9826,"WR16.5022","2016-06-18",2016,"Female",230,22,632.279,0.705099469,0.000110961,2.652507863,"y",40,3,687,NA,NA,703.1455,"SAC"
"9827",9827,"WR16.5022","2016-06-18",2016,"Female",230,17,672.854,0.706140625,0.000274033,3.823319791,"n",40,3,687,3.823319791,0.529679571730346,703.1455,"DEL"
"9828",9828,"WR16.5022","2016-06-18",2016,"Female",230,18,711.367,0.708313948,0.000108831,5.623116008,"n",40,3,687,5.623116008,1,703.1455,NA
"9829",9829,"WR16.5022","2016-06-18",2016,"Female",230,19,758.037,0.708747758,0.000190582,5.236051548,"n",40,3,687,5.236051548,0.898852814071026,703.1455,NA
"9830",9830,"WR16.5022","2016-06-18",2016,"Female",230,20,807.425,0.708948234,0.000152344,5.062391083,"n",40,3,687,5.062391083,0.853472085130252,703.1455,NA
"9831",9831,"WR16.5022","2016-06-18",2016,"Female",230,23,845.302,0.708970743,9.65e-05,4.521014078,"n",40,3,687,4.521014078,0.712000143783827,703.1455,NA
"9832",9832,"WR16.5022","2016-06-18",2016,"Female",230,24,893.151,0.709076312,0.000153861,4.191514153,"n",40,3,687,4.191514153,0.625895647965332,703.1455,NA
"9833",9833,"WR16.5022","2016-06-18",2016,"Female",230,25,962.055,0.709124994,0.000121065,3.931587257,"n",40,3,687,3.931587257,0.557971886435656,703.1455,NA
"9834",9834,"WR16.5022","2016-06-18",2016,"Female",230,26,1021.427,0.709166922,0.000110879,4.546823385,"n",40,3,687,4.546823385,0.718744598632063,703.1455,NA
"9835",9835,"WR16.5025","2016-06-18",2016,"Female",230,1,22.202,0.708434264,0.000114623,3.129104925,"n",40,3,699,NA,NA,615.3691,NA
"9836",9836,"WR16.5025","2016-06-18",2016,"Female",230,2,63.887,0.707830249,0.000114981,3.358405897,"n",40,3,699,NA,NA,615.3691,NA
"9837",9837,"WR16.5025","2016-06-18",2016,"Female",230,3,101.948,0.707521629,0.000136693,3.174849977,"n",40,3,699,NA,NA,615.3691,NA
"9838",9838,"WR16.5025","2016-06-18",2016,"Female",230,4,143.18,0.706618997,0.000140624,3.108199188,"n",40,3,699,NA,NA,615.3691,NA
"9839",9839,"WR16.5025","2016-06-18",2016,"Female",230,5,180.334,0.706067829,0.000124948,3.101223818,"n",40,3,699,NA,NA,615.3691,NA
"9840",9840,"WR16.5025","2016-06-18",2016,"Female",230,6,221.113,0.705177336,9.3e-05,3.024685666,"n",40,3,699,NA,NA,615.3691,NA
"9841",9841,"WR16.5025","2016-06-18",2016,"Female",230,7,264.157,0.704837978,0.000157632,3.683296364,"n",40,3,699,3.683296364,0.307018279942876,615.3691,"SAC"
"9842",9842,"WR16.5025","2016-06-18",2016,"Female",230,8,302.218,0.704808428,0.000145414,3.078881538,"n",40,3,699,3.078881538,0.118482572771138,615.3691,"SAC"
"9843",9843,"WR16.5025","2016-06-18",2016,"Female",230,9,342.091,0.704792813,0.000107121,2.699045672,"n",40,3,699,2.699045672,0,615.3691,"SAC"
"9844",9844,"WR16.5025","2016-06-18",2016,"Female",230,10,378.339,0.704436989,0.000145109,2.950365345,"n",40,3,699,2.950365345,0.0783943911316713,615.3691,"LAS"
"9845",9845,"WR16.5025","2016-06-18",2016,"Female",230,11,414.587,0.704074064,0.000136378,3.039164406,"n",40,3,699,3.039164406,0.106093568983773,615.3691,"LAS"
"9846",9846,"WR16.5025","2016-06-18",2016,"Female",230,12,457.631,0.704043861,0.000120795,3.03633327,"n",40,3,699,3.03633327,0.105210449965347,615.3691,"LAS"
"9847",9847,"WR16.5025","2016-06-18",2016,"Female",230,13,497.051,0.703938515,0.000169376,3.16169738,"n",40,3,699,3.16169738,0.144315399275121,615.3691,"LAS"
"9848",9848,"WR16.5025","2016-06-18",2016,"Female",230,21,506.584,0.703927766,9.71e-05,2.837934727,"y",40,3,699,NA,NA,615.3691,"LAS"
"9849",9849,"WR16.5025","2016-06-18",2016,"Female",230,14,536.924,0.704326277,0.000100922,2.974379197,"n",40,3,699,2.974379197,0.0858850554469399,615.3691,"LAS"
"9850",9850,"WR16.5025","2016-06-18",2016,"Female",230,22,555.768,0.704421808,0.000149256,2.800799353,"y",40,3,699,NA,NA,615.3691,"LAS"
"9851",9851,"WR16.5025","2016-06-18",2016,"Female",230,15,575.437,0.704765732,8.06e-05,3.132886488,"n",40,3,699,3.132886488,0.135328389586069,615.3691,"SAC"
"9852",9852,"WR16.5025","2016-06-18",2016,"Female",230,23,593.094,0.705425295,0.000145252,3.365768973,"y",40,3,699,NA,NA,615.3691,"SAC"
"9853",9853,"WR16.5025","2016-06-18",2016,"Female",230,16,614.404,0.707830982,8.5e-05,5.58169552,"n",40,3,699,5.58169552,0.899187783360537,615.3691,"DEL"
"9854",9854,"WR16.5025","2016-06-18",2016,"Female",230,17,653.824,0.70860776,8.54e-05,5.904883097,"n",40,3,699,5.904883097,1,615.3691,NA
"9855",9855,"WR16.5025","2016-06-18",2016,"Female",230,18,690.525,0.708829054,7.31e-05,5.646752057,"n",40,3,699,5.646752057,0.91948093250549,615.3691,NA
"9856",9856,"WR16.5025","2016-06-18",2016,"Female",230,19,737.647,0.708976227,0.000105598,5.703284753,"n",40,3,699,5.703284753,0.937115231599743,615.3691,NA
"9857",9857,"WR16.5025","2016-06-18",2016,"Female",230,20,773.895,0.708996341,8.23e-05,5.760074137,"n",40,3,699,5.760074137,0.954829599632614,615.3691,NA
"9858",9858,"WR16.5026","2016-06-19",2016,"Male",200,1,3.172,0.707954879,0.000117091,4.071757438,"n",40,3,840,NA,NA,632.6052,NA
"9859",9859,"WR16.5026","2016-06-19",2016,"Male",200,2,40.326,0.7080308,0.000139295,3.751210421,"n",40,3,840,NA,NA,632.6052,NA
"9860",9860,"WR16.5026","2016-06-19",2016,"Male",200,3,74.308,0.707666229,0.000115897,3.721043504,"n",40,3,840,NA,NA,632.6052,NA
"9861",9861,"WR16.5026","2016-06-19",2016,"Male",200,4,115.087,0.707457806,0.000122676,3.763175561,"n",40,3,840,NA,NA,632.6052,NA
"9862",9862,"WR16.5026","2016-06-19",2016,"Male",200,5,146.804,0.706660577,0.000104746,3.533834789,"n",40,3,840,NA,NA,632.6052,NA
"9863",9863,"WR16.5026","2016-06-19",2016,"Male",200,6,189.396,0.706354067,0.000136902,3.114433751,"n",40,3,840,NA,NA,632.6052,NA
"9864",9864,"WR16.5026","2016-06-19",2016,"Male",200,7,229.722,0.705046891,9.33e-05,3.243540881,"n",40,3,840,3.243540881,0.419847664801816,632.6052,"SAC"
"9865",9865,"WR16.5026","2016-06-19",2016,"Male",200,8,268.688,0.704783953,0.00013026,3.205385356,"n",40,3,840,3.205385356,0.404458739342577,632.6052,"SAC"
"9866",9866,"WR16.5026","2016-06-19",2016,"Male",200,9,308.108,0.704948881,0.000150695,2.732521457,"n",40,3,840,2.732521457,0.213742786827812,632.6052,"SAC"
"9867",9867,"WR16.5026","2016-06-19",2016,"Male",200,10,341.184,0.704713807,0.00014309,2.515257837,"n",40,3,840,2.515257837,0.126115800875336,632.6052,"SAC"
"9868",9868,"WR16.5026","2016-06-19",2016,"Male",200,11,377.886,0.704760168,0.000184794,2.280486479,"n",40,3,840,2.280486479,0.0314275760841368,632.6052,"SAC"
"9869",9869,"WR16.5026","2016-06-19",2016,"Male",200,12,409.603,0.704680441,0.000169388,2.202564491,"n",40,3,840,2.202564491,0,632.6052,"SAC"
"9870",9870,"WR16.5026","2016-06-19",2016,"Male",200,13,441.32,0.704730012,0.000157222,2.374062052,"n",40,3,840,2.374062052,0.0691685721181986,632.6052,"SAC"
"9871",9871,"WR16.5026","2016-06-19",2016,"Male",200,14,469.865,0.704799304,0.000169023,2.506586835,"n",40,3,840,2.506586835,0.122618603459368,632.6052,"SAC"
"9872",9872,"WR16.5026","2016-06-19",2016,"Male",200,21,498.963,0.704963432,0.000145795,2.203757474,"y",40,3,840,NA,NA,632.6052,"SAC"
"9873",9873,"WR16.5026","2016-06-19",2016,"Male",200,15,528.768,0.70496805,0.00012708,2.704855306,"n",40,3,840,2.704855306,0.202584446443738,632.6052,"SAC"
"9874",9874,"WR16.5026","2016-06-19",2016,"Male",200,22,553.021,0.705502312,0.000163732,2.706507532,"y",40,3,840,NA,NA,632.6052,"SAC"
"9875",9875,"WR16.5026","2016-06-19",2016,"Male",200,16,566.828,0.705568882,0.000174016,2.793248953,"n",40,3,840,2.793248953,0.238235462771079,632.6052,"SAC"
"9876",9876,"WR16.5026","2016-06-19",2016,"Male",200,23,581.237,0.705643917,7.3e-05,3.0050806,"y",40,3,840,NA,NA,632.6052,"SAC"
"9877",9877,"WR16.5026","2016-06-19",2016,"Male",200,17,598.545,0.705716818,0.000201382,2.915360005,"n",40,3,840,2.915360005,0.287485417449391,632.6052,"SAC"
"9878",9878,"WR16.5026","2016-06-19",2016,"Male",200,24,614.031,0.705853425,0.000224074,2.857742844,"y",40,3,840,NA,NA,632.6052,"SAC"
"9879",9879,"WR16.5026","2016-06-19",2016,"Male",200,18,623.466,0.707531209,0.00039755,4.041398208,"n",40,3,840,4.041398208,0.741640299873942,632.6052,"DEL"
"9880",9880,"WR16.5026","2016-06-19",2016,"Male",200,19,653.371,0.708574348,0.000281704,4.681978996,"n",40,3,840,4.681978996,1,632.6052,NA
"9881",9881,"WR16.5026","2016-06-19",2016,"Male",200,20,685.541,0.708890276,9.86e-05,4.595419301,"n",40,3,840,4.595419301,0.965088655073428,632.6052,NA
"9882",9882,"WR16.5029","2016-06-20",2016,"Female",230,1,10.421,0.70824112,0.00015517,4.223067087,"n",40,3,670,NA,NA,625.6716,NA
"9883",9883,"WR16.5029","2016-06-20",2016,"Female",230,2,44.857,0.708261908,0.000153513,3.633638756,"n",40,3,670,NA,NA,625.6716,NA
"9884",9884,"WR16.5029","2016-06-20",2016,"Female",230,3,77.48,0.707956391,0.00016283,3.93424476,"n",40,3,670,NA,NA,625.6716,NA
"9885",9885,"WR16.5029","2016-06-20",2016,"Female",230,4,117.806,0.70745429,0.000190746,3.88065858,"n",40,3,670,NA,NA,625.6716,NA
"9886",9886,"WR16.5029","2016-06-20",2016,"Female",230,5,154.054,0.706438695,0.000126823,3.924786349,"n",40,3,670,NA,NA,625.6716,NA
"9887",9887,"WR16.5029","2016-06-20",2016,"Female",230,6,184.412,0.706192591,0.000158583,3.240025666,"n",40,3,670,NA,NA,625.6716,NA
"9888",9888,"WR16.5029","2016-06-20",2016,"Female",230,7,234.253,0.704868664,0.000112948,3.361309123,"n",40,3,670,3.361309123,0.328635078597529,625.6716,"SAC"
"9889",9889,"WR16.5029","2016-06-20",2016,"Female",230,8,275.032,0.704916775,0.00012543,2.964751105,"n",40,3,670,2.964751105,0.205992997353285,625.6716,"SAC"
"9890",9890,"WR16.5029","2016-06-20",2016,"Female",230,9,311.28,0.704782405,0.000115843,2.660694636,"n",40,3,670,2.660694636,0.111958539641384,625.6716,"SAC"
"9891",9891,"WR16.5029","2016-06-20",2016,"Female",230,10,342.544,0.704746494,0.000137856,2.679523711,"n",40,3,670,2.679523711,0.117781740386512,625.6716,"SAC"
"9892",9892,"WR16.5029","2016-06-20",2016,"Female",230,11,385.135,0.704662089,0.000232901,2.298681401,"n",40,3,670,2.298681401,0,625.6716,"SAC"
"9893",9893,"WR16.5029","2016-06-20",2016,"Female",230,12,422.743,0.704872598,0.000115356,2.376218412,"n",40,3,670,2.376218412,0.0239795943364279,625.6716,"SAC"
"9894",9894,"WR16.5029","2016-06-20",2016,"Female",230,13,458.537,0.704920767,0.000239137,2.53694407,"n",40,3,670,2.53694407,0.0736866442805566,625.6716,"SAC"
"9895",9895,"WR16.5029","2016-06-20",2016,"Female",230,14,484.364,0.704875903,0.000256248,2.706496804,"n",40,3,670,2.706496804,0.126123612478264,625.6716,"SAC"
"9896",9896,"WR16.5029","2016-06-20",2016,"Female",230,15,521.518,0.704937017,0.000135493,3.016039959,"n",40,3,670,3.016039959,0.221854917964337,625.6716,"SAC"
"9897",9897,"WR16.5029","2016-06-20",2016,"Female",230,21,535.692,0.705053153,0.00011563,2.509245717,"y",40,3,670,NA,NA,625.6716,"SAC"
"9898",9898,"WR16.5029","2016-06-20",2016,"Female",230,16,544.627,0.704989972,0.000207463,2.883871341,"n",40,3,670,2.883871341,0.180979601740885,625.6716,"SAC"
"9899",9899,"WR16.5029","2016-06-20",2016,"Female",230,22,575.371,0.705297229,0.000154175,2.805200947,"y",40,3,670,NA,NA,625.6716,"SAC"
"9900",9900,"WR16.5029","2016-06-20",2016,"Female",230,17,592.202,0.705823523,0.000265639,3.966174777,"n",40,3,670,3.966174777,0.515699718101858,625.6716,"SAC"
"9901",9901,"WR16.5029","2016-06-20",2016,"Female",230,18,638.418,0.708621755,0.000117592,5.174315951,"n",40,3,670,5.174315951,0.889337222050208,625.6716,NA
"9902",9902,"WR16.5029","2016-06-20",2016,"Female",230,19,669.229,0.708854606,8.98e-05,5.365289612,"n",40,3,670,5.365289612,0.948398963799868,625.6716,NA
"9903",9903,"WR16.5029","2016-06-20",2016,"Female",230,20,699.134,0.708951918,9.33e-05,5.532139395,"n",40,3,670,5.532139395,1,625.6716,NA
"9904",9904,"WR16.5030","2016-06-21",2016,"Female",230,2,23.566,0.708511515,0.000156312,4.117873094,"n",40,NA,690,NA,NA,858.4806,NA
