"","X","Sample_ID","collect_date","Escap_yr","sex","Exog_dist","Spot_no","Distance_um","Sr8786_norm","SE2","SrV","respot","Spot_size_um","Readage","fork_length","SrV2","SrVpercent","FWExit_dist","Habitat"
"844",844,"WR08-25","2008-06-25",2008,"Unknown",200,6,324,0.70499213,0.000292654,1.772822779,"n",55,NA,NA,1.772822779,0.0105590220325115,638.4242,"SAC"
"845",845,"WR08-25","2008-06-25",2008,"Unknown",200,7,377,0.704874434,0.000304666,1.809925965,"n",55,NA,NA,1.809925965,0.0220799170713842,638.4242,"SAC"
"846",846,"WR08-25","2008-06-25",2008,"Unknown",200,8,429,0.705020284,0.000295558,1.750906507,"n",55,NA,NA,1.750906507,0.00375380941935793,638.4242,"SAC"
"847",847,"WR08-25","2008-06-25",2008,"Unknown",200,9,486,0.704992238,0.000273234,1.738817317,"n",55,NA,NA,1.738817317,0,638.4242,"SAC"
"848",848,"WR08-25","2008-06-25",2008,"Unknown",200,10,543,0.705168407,0.00028659,1.834358753,"n",55,NA,NA,1.834358753,0.029666532033642,638.4242,"SAC"
"849",849,"WR08-25","2008-06-25",2008,"Unknown",200,11,602,0.706504132,0.000293538,2.422807326,"n",55,NA,NA,2.422807326,0.212385456637783,638.4242,"DEL"
"850",850,"WR08-25","2008-06-25",2008,"Unknown",200,12,654,0.708425525,0.000206556,3.617445522,"n",55,NA,NA,3.617445522,0.583332071991631,638.4242,NA
"851",851,"WR08-25","2008-06-25",2008,"Unknown",200,13,710,0.708736526,0.000240394,4.234861014,"n",55,NA,NA,4.234861014,0.77504550271173,638.4242,NA
"852",852,"WR08-25","2008-06-25",2008,"Unknown",200,14,763,0.708949052,0.00022105,4.956186834,"n",55,NA,NA,4.956186834,0.999024086681549,638.4242,NA
"853",853,"WR08-25","2008-06-25",2008,"Unknown",200,15,821,0.708910407,0.000225324,4.959329775,"n",55,NA,NA,4.959329775,1,638.4242,NA
"854",854,"WR08-26","2008-06-20",2008,"Unknown",230,2,11,0.707394461,0.000304942,1.88,"n",55,NA,NA,NA,NA,599.3646,NA
"855",855,"WR08-26","2008-06-20",2008,"Unknown",230,3,65,0.707342928,0.000214426,2.22,"n",55,NA,NA,NA,NA,599.3646,NA
"856",856,"WR08-26","2008-06-20",2008,"Unknown",230,4,117,0.706310257,0.000225472,2.47,"n",55,NA,NA,NA,NA,599.3646,NA
"857",857,"WR08-26","2008-06-20",2008,"Unknown",230,5,178,0.705884966,0.000243646,2.14,"n",55,NA,NA,NA,NA,599.3646,NA
"858",858,"WR08-26","2008-06-20",2008,"Unknown",230,6,231,0.704827009,0.000259034,2.15,"n",55,NA,NA,2.15,0.0347627382493613,599.3646,"SAC"
"859",859,"WR08-26","2008-06-20",2008,"Unknown",230,7,281,0.704934199,0.000238422,2.02,"n",55,NA,NA,2.02,0,599.3646,"SAC"
"860",860,"WR08-26","2008-06-20",2008,"Unknown",230,8,339,0.705184813,0.00023905,2.23,"n",55,NA,NA,2.23,0.0561551925566607,599.3646,"SAC"
"861",861,"WR08-26","2008-06-20",2008,"Unknown",230,9,398,0.705254977,0.00023043,2.54,"n",55,NA,NA,2.54,0.139050952997445,599.3646,"SAC"
"862",862,"WR08-26","2008-06-20",2008,"Unknown",230,16,451,0.705319798,0.000227434,2.56,"n",55,NA,NA,2.56,0.14439906657427,599.3646,"SAC"
"863",863,"WR08-26","2008-06-20",2008,"Unknown",230,10,507,0.705583063,0.000244396,2.67,"n",55,NA,NA,2.67,0.173813691246807,599.3646,"SAC"
"864",864,"WR08-26","2008-06-20",2008,"Unknown",230,11,561,0.706247989,0.000241564,3.27,"n",55,NA,NA,3.27,0.334257098551552,599.3646,"DEL"
"865",865,"WR08-26","2008-06-20",2008,"Unknown",230,12,616,0.708544651,0.000204554,5.44,"n",55,NA,NA,5.44,0.914527421637045,599.3646,NA
"866",866,"WR08-26","2008-06-20",2008,"Unknown",230,13,672,0.708742002,0.0001976,5.72,"n",55,NA,NA,5.72,0.989401011712593,599.3646,NA
"867",867,"WR08-26","2008-06-20",2008,"Unknown",230,14,726,0.708883018,0.0001982,5.38,"n",55,NA,NA,5.38,0.898483080906571,599.3646,NA
"868",868,"WR08-26","2008-06-20",2008,"Unknown",230,15,779,0.708975462,0.000200996,5.759636362,"n",55,NA,NA,5.759636362,1,599.3646,NA
"869",869,"WR08-27","2008-06-20",2008,"Unknown",230,1,26,0.7067362,0.000328436,2.26,"n",55,NA,NA,NA,NA,533.5878,NA
"870",870,"WR08-27","2008-06-20",2008,"Unknown",230,2,79,0.706733018,0.000252516,2.18,"n",55,NA,NA,NA,NA,533.5878,NA
"871",871,"WR08-27","2008-06-20",2008,"Unknown",230,3,133,0.705935677,0.00029217,1.66,"n",55,NA,NA,NA,NA,533.5878,NA
"872",872,"WR08-27","2008-06-20",2008,"Unknown",230,4,194,0.705832644,0.000250384,2.37,"n",55,NA,NA,NA,NA,533.5878,NA
"873",873,"WR08-27","2008-06-20",2008,"Unknown",230,5,247,0.705354408,0.000228308,2.25,"n",55,NA,NA,2.25,0.0997304582210243,533.5878,"SAC"
"874",874,"WR08-27","2008-06-20",2008,"Unknown",230,6,303,0.704997856,0.000259994,2.11,"n",55,NA,NA,2.11,0.0619946091644205,533.5878,"SAC"
"875",875,"WR08-27","2008-06-20",2008,"Unknown",230,7,357,0.705088752,0.000298856,1.88,"n",55,NA,NA,1.88,0,533.5878,"SAC"
"876",876,"WR08-27","2008-06-20",2008,"Unknown",230,8,399,0.704565225,0.00030982,2.15,"n",55,NA,NA,2.15,0.0727762803234501,533.5878,"LAS"
"877",877,"WR08-27","2008-06-20",2008,"Unknown",230,9,446,0.704085702,0.000206364,2.38,"n",55,NA,NA,2.38,0.134770889487871,533.5878,"LAS"
"878",878,"WR08-27","2008-06-20",2008,"Unknown",230,10,492,0.705269786,0.000362696,3.42,"n",55,NA,NA,3.42,0.415094339622642,533.5878,"SAC"
"879",879,"WR08-27","2008-06-20",2008,"Unknown",230,11,545,0.708558043,0.0002284,5.59,"n",55,NA,NA,5.59,1,533.5878,NA
"880",880,"WR08-27","2008-06-20",2008,"Unknown",230,12,602,0.708693439,0.000299794,5.3,"n",55,NA,NA,5.3,0.921832884097035,533.5878,NA
"881",881,"WR08-27","2008-06-20",2008,"Unknown",230,13,665,0.708818229,0.000250836,5.16,"n",55,NA,NA,5.16,0.884097035040431,533.5878,NA
"882",882,"WR08-27","2008-06-20",2008,"Unknown",230,14,739,0.708967089,0.00026205,5.35,"n",55,NA,NA,5.35,0.935309973045822,533.5878,NA
"883",883,"WR08-27","2008-06-20",2008,"Unknown",230,15,795,0.709395735,0.000269982,5.22592197,"n",55,NA,NA,5.22592197,0.901865760107817,533.5878,NA
"884",884,"WR08-28","2008-06-30",2008,"Unknown",200,2,54,0.7078677,0.000227398,2.55,"n",55,NA,NA,NA,NA,571.5289,NA
"885",885,"WR08-28","2008-06-30",2008,"Unknown",200,3,112,0.707188766,0.000247276,2.42,"n",55,NA,NA,NA,NA,571.5289,NA
"886",886,"WR08-28","2008-06-30",2008,"Unknown",200,4,170,0.70594463,0.00026763,2.37,"n",55,NA,NA,NA,NA,571.5289,NA
"887",887,"WR08-28","2008-06-30",2008,"Unknown",200,5,224,0.705150257,0.000238134,2.76,"n",55,NA,NA,2.76,0.139664804469274,571.5289,"SAC"
"888",888,"WR08-28","2008-06-30",2008,"Unknown",200,6,279,0.704898006,0.000247592,2.76,"n",55,NA,NA,2.76,0.139664804469274,571.5289,"SAC"
"889",889,"WR08-28","2008-06-30",2008,"Unknown",200,7,335,0.704991492,0.000223044,2.61,"n",55,NA,NA,2.61,0.0977653631284916,571.5289,"SAC"
"890",890,"WR08-28","2008-06-30",2008,"Unknown",200,8,389,0.705287097,0.000221424,2.77,"n",55,NA,NA,2.77,0.142458100558659,571.5289,"SAC"
"891",891,"WR08-28","2008-06-30",2008,"Unknown",200,17,406,0.705769081,0.00025914,2.42,"n",55,NA,NA,2.42,0.0446927374301676,571.5289,"SAC"
"892",892,"WR08-28","2008-06-30",2008,"Unknown",200,9,441,0.70621607,0.000239192,2.44,"n",55,NA,NA,2.44,0.0502793296089386,571.5289,"DEL"
"893",893,"WR08-28","2008-06-30",2008,"Unknown",200,18,465,0.706497005,0.000245996,2.27,"n",55,NA,NA,2.27,0.00279329608938554,571.5289,"DEL"
"894",894,"WR08-28","2008-06-30",2008,"Unknown",200,10,498,0.70644,0.000256188,2.26,"n",55,NA,NA,2.26,0,571.5289,"DEL"
"895",895,"WR08-28","2008-06-30",2008,"Unknown",200,19,521,0.706567636,0.000252362,2.619340926,"n",55,NA,NA,2.619340926,0.100374560335196,571.5289,"DEL"
"896",896,"WR08-28","2008-06-30",2008,"Unknown",200,11,551,0.707295721,0.000307724,3.45,"n",55,NA,NA,3.45,0.332402234636872,571.5289,"DEL"
"897",897,"WR08-28","2008-06-30",2008,"Unknown",200,12,609,0.708861716,0.00020429,4.66,"n",55,NA,NA,4.66,0.670391061452514,571.5289,NA
"898",898,"WR08-28","2008-06-30",2008,"Unknown",200,13,663,0.709172195,0.00020775,4.74,"n",55,NA,NA,4.74,0.692737430167598,571.5289,NA
"899",899,"WR08-28","2008-06-30",2008,"Unknown",200,14,715,0.709198045,0.000225178,5.13,"n",55,NA,NA,5.13,0.801675977653631,571.5289,NA
"900",900,"WR08-28","2008-06-30",2008,"Unknown",200,15,775,0.709068191,0.00020946,5.41,"n",55,NA,NA,5.41,0.879888268156425,571.5289,NA
"901",901,"WR08-28","2008-06-30",2008,"Unknown",200,16,825,0.709025417,0.0001906,5.84,"n",55,NA,NA,5.84,1,571.5289,NA
"902",902,"WR08-29","2008-06-20",2008,"Unknown",200,1,22,0.707937016,0.000290096,2.36,"n",55,NA,NA,NA,NA,633.8295,NA
"903",903,"WR08-29","2008-06-20",2008,"Unknown",200,2,78,0.707761359,0.00035817,2.61,"n",55,NA,NA,NA,NA,633.8295,NA
"904",904,"WR08-29","2008-06-20",2008,"Unknown",200,3,129,0.706774295,0.000342576,2.96,"n",55,NA,NA,NA,NA,633.8295,NA
"905",905,"WR08-29","2008-06-20",2008,"Unknown",200,4,189,0.70592173,0.000297324,2.46,"n",55,NA,NA,NA,NA,633.8295,NA
"906",906,"WR08-29","2008-06-20",2008,"Unknown",200,5,237,0.705117148,0.000258562,3.4,"n",55,NA,NA,3.4,0.186206896551724,633.8295,"SAC"
"907",907,"WR08-29","2008-06-20",2008,"Unknown",200,6,296,0.705086302,0.000290174,2.95,"n",55,NA,NA,2.95,0.0827586206896552,633.8295,"SAC"
"908",908,"WR08-29","2008-06-20",2008,"Unknown",200,7,356,0.705115981,0.00032027,2.59,"n",55,NA,NA,2.59,0,633.8295,"SAC"
"909",909,"WR08-29","2008-06-20",2008,"Unknown",200,8,413,0.705217171,0.000291098,2.99,"n",55,NA,NA,2.99,0.0919540229885058,633.8295,"SAC"
"910",910,"WR08-29","2008-06-20",2008,"Unknown",200,16,439,0.705712599,0.000261638,2.88,"n",55,NA,NA,2.88,0.0666666666666667,633.8295,"SAC"
"911",911,"WR08-29","2008-06-20",2008,"Unknown",200,9,465,0.705963257,0.000288944,3.65,"n",55,NA,NA,3.65,0.24367816091954,633.8295,"SAC"
"912",912,"WR08-29","2008-06-20",2008,"Unknown",200,17,493,0.706238543,0.000269946,4.36,"n",55,NA,NA,4.36,0.406896551724138,633.8295,"DEL"
"913",913,"WR08-29","2008-06-20",2008,"Unknown",200,10,519,0.706319844,0.000216286,4.13,"n",55,NA,NA,4.13,0.354022988505747,633.8295,"DEL"
"914",914,"WR08-29","2008-06-20",2008,"Unknown",200,18,552,0.706469039,0.000261646,4.76,"n",55,NA,NA,4.76,0.498850574712644,633.8295,"DEL"
"915",915,"WR08-29","2008-06-20",2008,"Unknown",200,11,583,0.706320875,0.00028083,4.74,"n",55,NA,NA,4.74,0.494252873563218,633.8295,"DEL"
"916",916,"WR08-29","2008-06-20",2008,"Unknown",200,19,605,0.706853363,0.00025345,4.240527622,"n",55,NA,NA,4.240527622,0.379431637241379,633.8295,"DEL"
"917",917,"WR08-29","2008-06-20",2008,"Unknown",200,12,643,0.708167024,0.000291086,5.72,"n",55,NA,NA,5.72,0.719540229885057,633.8295,NA
"918",918,"WR08-29","2008-06-20",2008,"Unknown",200,13,695,0.708907567,0.000239474,4.69,"n",55,NA,NA,4.69,0.482758620689655,633.8295,NA
"919",919,"WR08-29","2008-06-20",2008,"Unknown",200,14,753,0.708944878,0.000237612,6.61,"n",55,NA,NA,6.61,0.924137931034483,633.8295,NA
"920",920,"WR08-29","2008-06-20",2008,"Unknown",200,15,817,0.709206751,0.000253802,6.94,"n",55,NA,NA,6.94,1,633.8295,NA
"921",921,"WR08-30","2008-06-23",2008,"Unknown",200,2,59,0.707176102,0.000254128,2.38,"n",55,NA,NA,NA,NA,679.9969,NA
"922",922,"WR08-30","2008-06-23",2008,"Unknown",200,3,112,0.706377421,0.00022837,2.51,"n",55,NA,NA,NA,NA,679.9969,NA
"923",923,"WR08-30","2008-06-23",2008,"Unknown",200,4,167,0.705898884,0.00024032,2.87,"n",55,NA,NA,NA,NA,679.9969,NA
"924",924,"WR08-30","2008-06-23",2008,"Unknown",200,5,216,0.705044615,0.000246602,2.35,"n",55,NA,NA,2.35,0.0346820809248555,679.9969,"SAC"
"925",925,"WR08-30","2008-06-23",2008,"Unknown",200,6,289,0.704902911,0.000212792,2.23,"n",55,NA,NA,2.23,0,679.9969,"SAC"
"926",926,"WR08-30","2008-06-23",2008,"Unknown",200,7,340,0.705024831,0.000283448,2.25,"n",55,NA,NA,2.25,0.00578034682080925,679.9969,"SAC"
"927",927,"WR08-30","2008-06-23",2008,"Unknown",200,8,395,0.705200582,0.000283018,2.61,"n",55,NA,NA,2.61,0.109826589595376,679.9969,"SAC"
"928",928,"WR08-30","2008-06-23",2008,"Unknown",200,16,433,0.70519134,0.000317538,2.43,"n",55,NA,NA,2.43,0.0578034682080925,679.9969,"SAC"
"929",929,"WR08-30","2008-06-23",2008,"Unknown",200,9,453,0.705570227,0.000236842,2.41,"n",55,NA,NA,2.41,0.0520231213872833,679.9969,"SAC"
"930",930,"WR08-30","2008-06-23",2008,"Unknown",200,17,487,0.705438271,0.000226452,2.61,"n",55,NA,NA,2.61,0.109826589595376,679.9969,"SAC"
"931",931,"WR08-30","2008-06-23",2008,"Unknown",200,10,507,0.705504479,0.00021444,2.44,"n",55,NA,NA,2.44,0.0606936416184971,679.9969,"SAC"
"932",932,"WR08-30","2008-06-23",2008,"Unknown",200,18,545,0.70551686,0.000289906,2.29,"n",55,NA,NA,2.29,0.0173410404624278,679.9969,"SAC"
"933",933,"WR08-30","2008-06-23",2008,"Unknown",200,11,575,0.705617965,0.00021814,2.37,"n",55,NA,NA,2.37,0.0404624277456648,679.9969,"SAC"
"934",934,"WR08-30","2008-06-23",2008,"Unknown",200,19,597,0.705472602,0.000267594,2.41,"n",55,NA,NA,2.41,0.0520231213872833,679.9969,"SAC"
"935",935,"WR08-30","2008-06-23",2008,"Unknown",200,12,644,0.70570293,0.000277136,2.6,"n",55,NA,NA,2.6,0.106936416184971,679.9969,"SAC"
"936",936,"WR08-30","2008-06-23",2008,"Unknown",200,20,656,0.706371072,0.000223874,3.040690937,"n",55,NA,NA,3.040690937,0.234303739017341,679.9969,"DEL"
"937",937,"WR08-30","2008-06-23",2008,"Unknown",200,13,684,0.708096713,0.00021388,4.23,"n",55,NA,NA,4.23,0.578034682080925,679.9969,NA
"938",938,"WR08-30","2008-06-23",2008,"Unknown",200,14,738,0.708885803,0.000240954,4.9,"n",55,NA,NA,4.9,0.771676300578035,679.9969,NA
"939",939,"WR08-30","2008-06-23",2008,"Unknown",200,15,772,0.708933111,0.0001928,5.69,"n",55,NA,NA,5.69,1,679.9969,NA
"940",940,"WR08-31","2008-06-30",2008,"Unknown",175,1,12,0.707709295,0.000274594,2.5,"n",55,NA,NA,NA,NA,697.9012,NA
"941",941,"WR08-31","2008-06-30",2008,"Unknown",175,2,74,0.707223363,0.000259616,2.49,"n",55,NA,NA,NA,NA,697.9012,NA
"942",942,"WR08-31","2008-06-30",2008,"Unknown",175,3,127,0.706045233,0.00022968,2.56,"n",55,NA,NA,NA,NA,697.9012,NA
"943",943,"WR08-31","2008-06-30",2008,"Unknown",175,4,179,0.705361825,0.000240824,2.52,"n",55,NA,NA,2.52,0.035230352303523,697.9012,"SAC"
"944",944,"WR08-31","2008-06-30",2008,"Unknown",175,5,230,0.705118051,0.000237406,2.61,"n",55,NA,NA,2.61,0.059620596205962,697.9012,"SAC"
"945",945,"WR08-31","2008-06-30",2008,"Unknown",175,6,285,0.704986022,0.00025848,2.39,"n",55,NA,NA,2.39,0,697.9012,"SAC"
"946",946,"WR08-31","2008-06-30",2008,"Unknown",175,7,340,0.704998297,0.000238136,2.58,"n",55,NA,NA,2.58,0.051490514905149,697.9012,"SAC"
"947",947,"WR08-31","2008-06-30",2008,"Unknown",175,8,396,0.705205074,0.000230988,2.77,"n",55,NA,NA,2.77,0.102981029810298,697.9012,"SAC"
"948",948,"WR08-31","2008-06-30",2008,"Unknown",175,9,453,0.705464824,0.000221512,3.21,"n",55,NA,NA,3.21,0.222222222222222,697.9012,"SAC"
"949",949,"WR08-31","2008-06-30",2008,"Unknown",175,10,510,0.705395964,0.0001948,3.61,"n",55,NA,NA,3.61,0.330623306233062,697.9012,"SAC"
"950",950,"WR08-31","2008-06-30",2008,"Unknown",175,17,537,0.705777614,0.00021182,3.15,"n",55,NA,NA,3.15,0.205962059620596,697.9012,"SAC"
"951",951,"WR08-31","2008-06-30",2008,"Unknown",175,11,562,0.705906162,0.000250516,3.24,"n",55,NA,NA,3.24,0.230352303523035,697.9012,"SAC"
"952",952,"WR08-31","2008-06-30",2008,"Unknown",175,18,596,0.705879253,0.0001818,3.03,"n",55,NA,NA,3.03,0.173441734417344,697.9012,"SAC"
"953",953,"WR08-31","2008-06-30",2008,"Unknown",175,12,606,0.706158433,0.00024965,3.36,"n",55,NA,NA,3.36,0.262872628726287,697.9012,"DEL"
"954",954,"WR08-31","2008-06-30",2008,"Unknown",175,19,651,0.7066075,0.000276916,3.457781642,"n",55,NA,NA,3.457781642,0.289371718699187,697.9012,"DEL"
"955",955,"WR08-31","2008-06-30",2008,"Unknown",175,13,667,0.70702299,0.000296374,4.01,"n",55,NA,NA,4.01,0.439024390243902,697.9012,"DEL"
"956",956,"WR08-31","2008-06-30",2008,"Unknown",175,14,715,0.708307617,0.000200488,5.29,"n",55,NA,NA,5.29,0.785907859078591,697.9012,NA
"957",957,"WR08-31","2008-06-30",2008,"Unknown",175,15,770,0.708746701,0.000229176,5.98,"n",55,NA,NA,5.98,0.97289972899729,697.9012,NA
"958",958,"WR08-31","2008-06-30",2008,"Unknown",175,16,828,0.708934691,0.000229922,6.08,"n",55,NA,NA,6.08,1,697.9012,NA
"959",959,"WR08-32","2008-06-30",2008,"Unknown",190,2,48,0.707295109,0.000240516,2.128315154,"n",55,NA,NA,NA,NA,561.6038,NA
"960",960,"WR08-32","2008-06-30",2008,"Unknown",190,3,103,0.706766195,0.000260656,2.037484924,"n",55,NA,NA,NA,NA,561.6038,NA
"961",961,"WR08-32","2008-06-30",2008,"Unknown",190,4,154,0.705923843,0.000243098,1.965255507,"n",55,NA,NA,NA,NA,561.6038,NA
"962",962,"WR08-32","2008-06-30",2008,"Unknown",190,5,204,0.705151899,0.000268162,2.126212579,"n",55,NA,NA,2.126212579,0.190822312972863,561.6038,"SAC"
"963",963,"WR08-32","2008-06-30",2008,"Unknown",190,6,261,0.705008359,0.00022863,1.927165573,"n",55,NA,NA,1.927165573,0.106193036601037,561.6038,"SAC"
"964",964,"WR08-32","2008-06-30",2008,"Unknown",190,7,320,0.704926697,0.000271436,1.738565909,"n",55,NA,NA,1.738565909,0.0260056808148888,561.6038,"SAC"
"965",965,"WR08-32","2008-06-30",2008,"Unknown",190,8,375,0.705001936,0.000246592,1.677400871,"n",55,NA,NA,1.677400871,0,561.6038,"SAC"
"966",966,"WR08-32","2008-06-30",2008,"Unknown",190,9,424,0.704724192,0.000279854,1.688478437,"n",55,NA,NA,1.688478437,0.00470987438284382,561.6038,"SAC"
"967",967,"WR08-32","2008-06-30",2008,"Unknown",190,10,487,0.704967598,0.000337096,1.991673838,"n",55,NA,NA,1.991673838,0.133620164979707,561.6038,"SAC"
"968",968,"WR08-32","2008-06-30",2008,"Unknown",190,11,549,0.707579996,0.000427056,3.102411128,"n",55,NA,NA,3.102411128,0.605874910132231,561.6038,"DEL"
"969",969,"WR08-32","2008-06-30",2008,"Unknown",190,12,607,0.708822493,0.000212034,4.02938844,"n",55,NA,NA,4.02938844,1,561.6038,NA
"970",970,"WR08-32","2008-06-30",2008,"Unknown",190,13,664,0.709116568,0.000246852,3.917678094,"n",55,NA,NA,3.917678094,0.952503853560971,561.6038,NA
"971",971,"WR08-32","2008-06-30",2008,"Unknown",190,14,725,0.709258782,0.000332986,3.813046227,"n",55,NA,NA,3.813046227,0.908017280426366,561.6038,NA
"972",972,"WR08-32","2008-06-30",2008,"Unknown",190,15,785,0.70925182,0.00023635,3.98637359,"n",55,NA,NA,3.98637359,0.981711276638129,561.6038,NA
"973",973,"WR08-33","2008-06-30",2008,"Unknown",230,2,48,0.707161464,0.000344322,1.676897817,"n",55,NA,NA,NA,NA,738.0499,NA
"974",974,"WR08-33","2008-06-30",2008,"Unknown",230,3,105,0.706630913,0.000245554,2.022411569,"n",55,NA,NA,NA,NA,738.0499,NA
"975",975,"WR08-33","2008-06-30",2008,"Unknown",230,4,163,0.705801016,0.000274176,2.002386307,"n",55,NA,NA,NA,NA,738.0499,NA
"976",976,"WR08-33","2008-06-30",2008,"Unknown",230,5,211,0.705176418,0.000267056,1.740139962,"n",55,NA,NA,NA,NA,738.0499,NA
"977",977,"WR08-33","2008-06-30",2008,"Unknown",230,6,261,0.704975375,0.00028121,1.808955223,"n",55,NA,NA,1.808955223,0.0518759476831368,738.0499,"SAC"
"978",978,"WR08-33","2008-06-30",2008,"Unknown",230,7,321,0.704977917,0.000286588,1.742397662,"n",55,NA,NA,1.742397662,0.028312906378695,738.0499,"SAC"
"979",979,"WR08-33","2008-06-30",2008,"Unknown",230,8,366,0.704870854,0.00022081,1.800769886,"n",55,NA,NA,1.800769886,0.048978133656842,738.0499,"SAC"
"980",980,"WR08-33","2008-06-30",2008,"Unknown",230,9,422,0.705010772,0.000288612,1.662423351,"n",55,NA,NA,1.662423351,0,738.0499,"SAC"
"981",981,"WR08-33","2008-06-30",2008,"Unknown",230,10,481,0.704955053,0.000257516,1.684586367,"n",55,NA,NA,1.684586367,0.00784626199627431,738.0499,"SAC"
"982",982,"WR08-33","2008-06-30",2008,"Unknown",230,11,538,0.704489851,0.000253576,1.869228135,"n",55,NA,NA,1.869228135,0.0732140660525132,738.0499,"LAS"
"983",983,"WR08-33","2008-06-30",2008,"Unknown",230,12,611,0.704437616,0.000263444,2.045864411,"n",55,NA,NA,2.045864411,0.135747725710667,738.0499,"LAS"
"984",984,"WR08-33","2008-06-30",2008,"Unknown",230,13,700,0.705975905,0.000378964,2.62257467,"n",55,NA,NA,2.62257467,0.339917581837341,738.0499,"SAC"
"985",985,"WR08-33","2008-06-30",2008,"Unknown",230,14,746,0.708241572,0.000236634,3.647438455,"n",55,NA,NA,3.647438455,0.702744995200364,738.0499,NA
"986",986,"WR08-33","2008-06-30",2008,"Unknown",230,15,800,0.708866706,0.000273876,4.487082534,"n",55,NA,NA,4.487082534,1,738.0499,NA
"987",987,"WR08-34","2008-05-30",2008,"Unknown",230,1,35,0.707886901,0.000280108,2.495262483,"n",55,NA,NA,NA,NA,687.3517,NA
"988",988,"WR08-34","2008-05-30",2008,"Unknown",230,2,87,0.707737129,0.00042725,2.308455251,"n",55,NA,NA,NA,NA,687.3517,NA
"989",989,"WR08-34","2008-05-30",2008,"Unknown",230,3,145,0.706982876,0.000285828,2.085900885,"n",55,NA,NA,NA,NA,687.3517,NA
"990",990,"WR08-34","2008-05-30",2008,"Unknown",230,4,202,0.706136062,0.000327898,2.334358699,"n",55,NA,NA,NA,NA,687.3517,NA
"991",991,"WR08-34","2008-05-30",2008,"Unknown",230,5,260,0.705361769,0.000311036,2.126519544,"n",55,NA,NA,2.126519544,0.183082941961956,687.3517,"SAC"
"992",992,"WR08-34","2008-05-30",2008,"Unknown",230,6,316,0.705145456,0.000321016,2.197545141,"n",55,NA,NA,2.197545141,0.214898639743403,687.3517,"SAC"
"993",993,"WR08-34","2008-05-30",2008,"Unknown",230,7,370,0.705021839,0.000265212,2.026604321,"n",55,NA,NA,2.026604321,0.138326225045744,687.3517,"SAC"
"994",994,"WR08-34","2008-05-30",2008,"Unknown",230,8,424,0.705215566,0.00040974,1.771610992,"n",55,NA,NA,1.771610992,0.0241027473923384,687.3517,"SAC"
"995",995,"WR08-34","2008-05-30",2008,"Unknown",230,9,479,0.705373374,0.000408874,1.902131006,"n",55,NA,NA,1.902131006,0.0825687863311498,687.3517,"SAC"
"996",996,"WR08-34","2008-05-30",2008,"Unknown",230,10,534,0.705161367,0.000492312,1.717803842,"n",55,NA,NA,1.717803842,0,687.3517,"SAC"
"997",997,"WR08-34","2008-05-30",2008,"Unknown",230,11,589,0.704528556,0.000354358,1.735282521,"n",55,NA,NA,1.735282521,0.00782952051332902,687.3517,"LAS"
"998",998,"WR08-34","2008-05-30",2008,"Unknown",230,12,643,0.706106314,0.000542252,2.415065242,"n",55,NA,NA,2.415065242,0.312336100139632,687.3517,"DEL"
